0 0 0 0 0.333 
0.050000001 0.014849068 0.0037835867 0 0.333 
0.1 0.031035902 0.0081074731 0 0.333 
0.15000001 0.04842981 0.013088012 0 0.333 
0.2 0.066779345 0.018842172 0 0.333 
0.25 0.085721202 0.025471108 0 0.333 
0.30000001 0.10481697 0.033041842 0 0.333 
0.34999999 0.12360708 0.041573767 0 0.333 
0.40000001 0.14166361 0.051035583 0 0.333 
0.44999999 0.15862696 0.061353046 0 0.333 
0.5 0.17422217 0.072422884 0 0.333 
0.55000001 0.18825878 0.084127054 0 0.333 
0.60000002 0.20062129 0.096343637 0 0.333 
0.64999998 0.21125616 0.10895371 0 0.333 
0.69999999 0.22015867 0.12184492 0 0.333 
0.75 0.22736163 0.1349131 0 0.333 
0.80000001 0.23292585 0.14806287 0 0.333 
0.85000002 0.23693256 0.16120775 0 0.333 
0.89999998 0.23947734 0.17427014 0 0.333 
0.94999999 0.24066524 0.18718109 0 0.333 
1 0.2406068 0.19988005 0 0.333 
1.05 0.23941484 0.21231437 0 0.333 
1.1 0.23720187 0.22443886 0 0.333 
1.15 0.23407798 0.23621504 0 0.333 
1.2 0.23014908 0.24761051 0 0.333 
1.25 0.22551575 0.25859812 0 0.333 
1.3 0.22027218 0.26915532 0 0.333 
1.35 0.21450548 0.27926335 0 0.333 
1.4 0.20829532 0.28890672 0 0.333 
1.45 0.20171362 0.29807252 0 0.333 
1.5 0.19482462 0.30675009 0 0.333 
1.55 0.18768483 0.31493056 0 0.333 
1.6 0.18034327 0.32260671 0 0.333 
1.65 0.17284177 0.32977265 0 0.333 
1.7 0.16521521 0.33642378 0 0.333 
1.75 0.15749188 0.34255674 0 0.333 
1.8 0.14969383 0.34816939 0 0.333 
1.85 0.14183716 0.35326067 0 0.333 
1.9 0.13393234 0.35783076 0 0.333 
1.95 0.1259844 0.36188096 0 0.333 
2 0.11799315 0.36541364 0 0.333 
2.05 0.10995328 0.36843213 0 0.333 
2.0999999 0.10185438 0.37094077 0 0.333 
2.1500001 0.093680874 0.37294462 0 0.333 
2.2 0.085411817 0.3744494 0 0.333 
2.25 0.07702063 0.37546128 0 0.333 
2.3 0.06847468 0.37598675 0 0.333 
2.3499999 0.059734754 0.3760325 0 0.333 
2.4000001 0.05075445 0.37560514 0 0.333 
